1509034399;BUFFERING;0.000000%;
1509034399;STATUS;0;0;0.000000;0;0;0.000000;Playing;Playing;
1509034399;BUFFERING;0.000000%;
1509034399;BUFFERING;4.000000%;
1509034399;BUFFERING;8.000000%;
1509034399;BUFFERING;12.000000%;
1509034399;BUFFERING;16.000000%;
1509034399;BUFFERING;20.000000%;
1509034399;BUFFERING;25.000000%;
1509034399;BUFFERING;29.000000%;
1509034399;BUFFERING;33.000000%;
1509034399;BUFFERING;37.000000%;
1509034399;BUFFERING;41.000000%;
1509034399;BUFFERING;45.000000%;
1509034399;BUFFERING;50.000000%;
1509034399;BUFFERING;54.000000%;
1509034399;BUFFERING;58.000000%;
1509034399;BUFFERING;62.000000%;
1509034399;BUFFERING;66.000000%;
1509034399;BUFFERING;70.000000%;
1509034399;BUFFERING;75.000000%;
1509034399;BUFFERING;79.000000%;
1509034399;BUFFERING;83.000000%;
1509034399;BUFFERING;87.000000%;
1509034399;BUFFERING;91.000000%;
1509034399;BUFFERING;95.000000%;
1509034399;BUFFERING;100.000000%;
1509034399;BUFFERING;100.000000%;
1509034399;WARNING_EVENT;starting late (-32529 us);
1509034399;ERROR_EVENT;underflow;
1509034400;ERROR_EVENT;picture is too late to be displayed (missing 684 ms);
1509034400;ERROR_EVENT;picture is too late to be displayed (missing 643 ms);
1509034400;ERROR_EVENT;picture is too late to be displayed (missing 602 ms);
1509034400;ERROR_EVENT;picture is too late to be displayed (missing 561 ms);
1509034400;ERROR_EVENT;picture is too late to be displayed (missing 546 ms);
1509034400;ERROR_EVENT;picture is too late to be displayed (missing 549 ms);
1509034400;ERROR_EVENT;More than 4 late frames, dropping frame;
1509034400;ERROR_EVENT;More than 4 late frames, dropping frame;
1509034400;ERROR_EVENT;More than 4 late frames, dropping frame;
1509034400;ERROR_EVENT;More than 4 late frames, dropping frame;
1509034400;ERROR_EVENT;More than 4 late frames, dropping frame;
1509034400;ERROR_EVENT;More than 4 late frames, dropping frame;
1509034400;ERROR_EVENT;More than 4 late frames, dropping frame;
1509034400;ERROR_EVENT;More than 4 late frames, dropping frame;
1509034400;ERROR_EVENT;More than 4 late frames, dropping frame;
1509034400;ERROR_EVENT;More than 4 late frames, dropping frame;
1509034401;STATUS;0;0;0.000000;360;640;0.000000;Playing;Playing;
1509034403;STATUS;6;31;15.500000;360;640;360.596832;Playing;Playing;
1509034405;STATUS;6;78;23.500000;360;640;372.012299;Playing;Playing;
1509034407;STATUS;6;127;24.500000;360;640;243.312576;Playing;Playing;
1509034408;ERROR_EVENT;playback in danger of stalling;
1509034409;STATUS;6;176;24.500000;360;640;176.839783;Playing;Playing;
1509034409;ERROR_EVENT;underflow;
1509034410;BUFFERING;0.000000%;
1509034410;BUFFERING;0.000000%;
1509034410;ERROR_EVENT;underflow;
1509034410;BUFFERING;4.000000%;
1509034410;BUFFERING;8.000000%;
1509034410;BUFFERING;12.000000%;
1509034410;BUFFERING;16.000000%;
1509034410;BUFFERING;20.000000%;
1509034410;BUFFERING;25.000000%;
1509034410;BUFFERING;29.000000%;
1509034410;BUFFERING;33.000000%;
1509034410;BUFFERING;37.000000%;
1509034410;BUFFERING;41.000000%;
1509034410;BUFFERING;45.000000%;
1509034410;BUFFERING;50.000000%;
1509034410;BUFFERING;54.000000%;
1509034410;BUFFERING;58.000000%;
1509034410;BUFFERING;62.000000%;
1509034410;BUFFERING;66.000000%;
1509034410;BUFFERING;70.000000%;
1509034410;BUFFERING;75.000000%;
1509034410;BUFFERING;79.000000%;
1509034410;BUFFERING;83.000000%;
1509034410;BUFFERING;87.000000%;
1509034410;BUFFERING;91.000000%;
1509034410;BUFFERING;95.000000%;
1509034410;BUFFERING;100.000000%;
1509034410;BUFFERING;100.000000%;
1509034410;WARNING_EVENT;starting late (-19969 us);
1509034410;ERROR_EVENT;underflow;
1509034411;ERROR_EVENT;picture is too late to be displayed (missing 802 ms);
1509034411;ERROR_EVENT;picture is too late to be displayed (missing 761 ms);
1509034411;ERROR_EVENT;picture is too late to be displayed (missing 720 ms);
