1508747074;STATUS;0;0;0.000000;NothingSpecial;NothingSpecial;
1508747074513;BUFFERING;0.000000%;
1508747074684;BUFFERING;0.000000%;
1508747074685;BUFFERING;4.000000%;
1508747074685;BUFFERING;8.000000%;
1508747074685;BUFFERING;12.000000%;
1508747074685;BUFFERING;16.000000%;
1508747074685;BUFFERING;20.000000%;
1508747074685;BUFFERING;25.000000%;
1508747074685;BUFFERING;29.000000%;
1508747074686;BUFFERING;33.000000%;
1508747074686;BUFFERING;37.000000%;
1508747074686;BUFFERING;41.000000%;
1508747074686;BUFFERING;45.000000%;
1508747074686;BUFFERING;50.000000%;
1508747074686;BUFFERING;54.000000%;
1508747074687;BUFFERING;58.000000%;
1508747074687;BUFFERING;62.000000%;
1508747074687;BUFFERING;66.000000%;
1508747074687;BUFFERING;70.000000%;
1508747074687;BUFFERING;75.000000%;
1508747074688;BUFFERING;79.000000%;
1508747074688;BUFFERING;83.000000%;
1508747074688;BUFFERING;87.000000%;
1508747074688;BUFFERING;91.000000%;
1508747074688;BUFFERING;95.000000%;
1508747074688;BUFFERING;100.000000%;
1508747074688;BUFFERING;100.000000%;
1508747074910;WARNING_EVENT;deferring start (104411 us);
1508747074911;WARNING_EVENT;deferring start (82735 us);
1508747074911;WARNING_EVENT;deferring start (60710 us);
1508747074912;WARNING_EVENT;deferring start (38687 us);
1508747074913;WARNING_EVENT;deferring start (16651 us);
1508747074914;WARNING_EVENT;starting late (-5435 us);
1508747074914;WARNING_EVENT;playback too early (-100447): down-sampling;
1508747075790;ERROR_EVENT;picture is too late to be displayed (missing 747 ms);
1508747075791;ERROR_EVENT;picture is too late to be displayed (missing 705 ms);
1508747075795;ERROR_EVENT;picture is too late to be displayed (missing 668 ms);
1508747075805;ERROR_EVENT;picture is too late to be displayed (missing 637 ms);
1508747075806;ERROR_EVENT;picture is too late to be displayed (missing 595 ms);
1508747075815;ERROR_EVENT;picture is too late to be displayed (missing 563 ms);
1508747075873;ERROR_EVENT;More than 4 late frames, dropping frame;
1508747075873;ERROR_EVENT;More than 4 late frames, dropping frame;
1508747075882;ERROR_EVENT;More than 4 late frames, dropping frame;
1508747075894;ERROR_EVENT;More than 4 late frames, dropping frame;
1508747075894;ERROR_EVENT;More than 4 late frames, dropping frame;
1508747076;STATUS;0;0;0.000000;Playing;Playing;
1508747078;STATUS;6;36;18.000000;Playing;Playing;
1508747080;STATUS;6;84;24.000000;Playing;Playing;
1508747082;STATUS;6;133;24.500000;Playing;Playing;
1508747084;STATUS;6;182;24.500000;Playing;Playing;
1508747086;STATUS;6;230;24.000000;Playing;Playing;
1508747088;STATUS;6;279;24.500000;Playing;Playing;
1508747090;STATUS;6;327;24.000000;Playing;Playing;
1508747092;STATUS;6;376;24.500000;Playing;Playing;
1508747094;STATUS;6;425;24.500000;Playing;Playing;
1508747096;STATUS;6;474;24.500000;Playing;Playing;
1508747098;STATUS;6;522;24.000000;Playing;Playing;
1508747100;STATUS;6;572;25.000000;Playing;Playing;
1508747102;STATUS;6;621;24.500000;Playing;Playing;
1508747104;STATUS;6;669;24.000000;Playing;Playing;
1508747106;STATUS;6;718;24.500000;Playing;Playing;
1508747108;STATUS;6;767;24.500000;Playing;Playing;
1508747110;STATUS;6;815;24.000000;Playing;Playing;
1508747112;STATUS;6;864;24.500000;Playing;Playing;
1508747114;STATUS;6;912;24.000000;Playing;Playing;
1508747116;STATUS;6;960;24.000000;Playing;Playing;
1508747118;STATUS;6;1010;25.000000;Playing;Playing;
1508747120;STATUS;6;1058;24.000000;Playing;Playing;
1508747122;STATUS;6;1106;24.000000;Playing;Playing;
1508747124;STATUS;6;1156;25.000000;Playing;Playing;
1508747126;STATUS;6;1205;24.500000;Playing;Playing;
1508747128;STATUS;6;1254;24.500000;Playing;Playing;
1508747130;STATUS;6;1302;24.000000;Playing;Playing;
1508747132;STATUS;6;1351;24.500000;Playing;Playing;
1508747134;STATUS;6;1376;12.500000;Playing;Playing;
1508747136;STATUS;6;1425;24.500000;Playing;Playing;
1508747138;STATUS;6;1473;24.000000;Playing;Playing;
1508747140;STATUS;6;1521;24.000000;Playing;Playing;
1508747142;STATUS;6;1571;25.000000;Playing;Playing;
