1508835510365;BUFFERING;0.000000%;
1508835510;STATUS;0;0;0.000000;0;0;Playing;Playing;
1508835510528;BUFFERING;0.000000%;
1508835510529;BUFFERING;4.000000%;
1508835510529;BUFFERING;8.000000%;
1508835510529;BUFFERING;12.000000%;
1508835510529;BUFFERING;16.000000%;
1508835510529;BUFFERING;20.000000%;
1508835510529;BUFFERING;25.000000%;
1508835510530;BUFFERING;29.000000%;
1508835510530;BUFFERING;33.000000%;
1508835510530;BUFFERING;37.000000%;
1508835510530;BUFFERING;41.000000%;
1508835510530;BUFFERING;45.000000%;
1508835510530;BUFFERING;50.000000%;
1508835510530;BUFFERING;54.000000%;
1508835510531;BUFFERING;58.000000%;
1508835510531;BUFFERING;62.000000%;
1508835510531;BUFFERING;66.000000%;
1508835510532;BUFFERING;70.000000%;
1508835510532;BUFFERING;75.000000%;
1508835510532;BUFFERING;79.000000%;
1508835510532;BUFFERING;83.000000%;
1508835510532;BUFFERING;87.000000%;
1508835510533;BUFFERING;91.000000%;
1508835510533;BUFFERING;95.000000%;
1508835510533;BUFFERING;100.000000%;
1508835510533;BUFFERING;100.000000%;
1508835510709;WARNING_EVENT;deferring start (15725 us);
1508835510710;WARNING_EVENT;starting late (-6041 us);
1508835510710;ERROR_EVENT;underflow;
1508835511549;ERROR_EVENT;picture is too late to be displayed (missing 789 ms);
1508835511553;ERROR_EVENT;picture is too late to be displayed (missing 751 ms);
1508835511553;ERROR_EVENT;picture is too late to be displayed (missing 709 ms);
1508835511557;ERROR_EVENT;picture is too late to be displayed (missing 672 ms);
1508835511559;ERROR_EVENT;picture is too late to be displayed (missing 633 ms);
1508835511560;ERROR_EVENT;picture is too late to be displayed (missing 591 ms);
1508835511574;ERROR_EVENT;More than 4 late frames, dropping frame;
1508835511576;ERROR_EVENT;More than 4 late frames, dropping frame;
1508835511580;ERROR_EVENT;More than 4 late frames, dropping frame;
1508835511580;ERROR_EVENT;More than 4 late frames, dropping frame;
1508835511583;ERROR_EVENT;More than 4 late frames, dropping frame;
1508835511584;ERROR_EVENT;More than 4 late frames, dropping frame;
1508835512;STATUS;0;0;0.000000;360;640;Playing;Playing;
1508835514;STATUS;6;43;21.500000;360;640;Playing;Playing;
1508835516;STATUS;6;92;24.500000;360;640;Playing;Playing;
1508835518;STATUS;6;141;24.500000;360;640;Playing;Playing;
1508835520;STATUS;6;190;24.500000;360;640;Playing;Playing;
1508835522;STATUS;6;238;24.000000;360;640;Playing;Playing;
1508835524;STATUS;6;287;24.500000;360;640;Playing;Playing;
1508835526;STATUS;6;334;23.500000;360;640;Playing;Playing;
1508835528;STATUS;6;383;24.500000;360;640;Playing;Playing;
1508835530;STATUS;6;433;25.000000;360;640;Playing;Playing;
1508835532;STATUS;6;482;24.500000;360;640;Playing;Playing;
1508835534;STATUS;6;531;24.500000;360;640;Playing;Playing;
1508835536;STATUS;6;580;24.500000;360;640;Playing;Playing;
1508835538;STATUS;6;628;24.000000;360;640;Playing;Playing;
1508835540;STATUS;6;678;25.000000;360;640;Playing;Playing;
1508835542;STATUS;6;727;24.500000;360;640;Playing;Playing;
1508835544;STATUS;6;776;24.500000;360;640;Playing;Playing;
1508835546;STATUS;6;824;24.000000;360;640;Playing;Playing;
1508835548;STATUS;6;873;24.500000;360;640;Playing;Playing;
1508835550;STATUS;6;921;24.000000;360;640;Playing;Playing;
1508835552;STATUS;6;970;24.500000;360;640;Playing;Playing;
1508835554;STATUS;6;1019;24.500000;360;640;Playing;Playing;
1508835556;STATUS;6;1068;24.500000;360;640;Playing;Playing;
1508835558;STATUS;6;1111;21.500000;360;640;Playing;Playing;
1508835560;STATUS;6;1148;18.500000;360;640;Playing;Playing;
1508835562;STATUS;6;1193;22.500000;360;640;Playing;Playing;
1508835564;STATUS;6;1242;24.500000;360;640;Playing;Playing;
1508835566;STATUS;6;1290;24.000000;360;640;Playing;Playing;
1508835568;STATUS;6;1339;24.500000;360;640;Playing;Playing;
1508835570;STATUS;6;1363;12.000000;360;640;Playing;Playing;
1508835572;STATUS;6;1413;25.000000;360;640;Playing;Playing;
1508835574;STATUS;6;1462;24.500000;360;640;Playing;Playing;
1508835576;STATUS;6;1511;24.500000;360;640;Playing;Playing;
1508835578;STATUS;6;1560;24.500000;360;640;Playing;Playing;
1508835580;STATUS;6;1608;24.000000;360;640;Playing;Playing;
1508835582;STATUS;6;1657;24.500000;360;640;Playing;Playing;
1508835584;STATUS;6;1705;24.000000;360;640;Playing;Playing;
1508835586;STATUS;6;1754;24.500000;360;640;Playing;Playing;
1508835588;STATUS;6;1803;24.500000;360;640;Playing;Playing;
1508835590;STATUS;6;1851;24.000000;360;640;Playing;Playing;
1508835592;STATUS;6;1900;24.500000;360;640;Playing;Playing;
1508835594;STATUS;6;1949;24.500000;360;640;Playing;Playing;
1508835596;STATUS;6;1998;24.500000;360;640;Playing;Playing;
1508835598;STATUS;6;2047;24.500000;360;640;Playing;Playing;
1508835600;STATUS;6;2095;24.000000;360;640;Playing;Playing;
1508835602;STATUS;6;2144;24.500000;360;640;Playing;Playing;
1508835604;STATUS;6;2193;24.500000;360;640;Playing;Playing;
1508835606;STATUS;6;2241;24.000000;360;640;Playing;Playing;
1508835608;STATUS;6;2290;24.500000;360;640;Playing;Playing;
1508835610;STATUS;6;2339;24.500000;360;640;Playing;Playing;
1508835612;STATUS;6;2388;24.500000;360;640;Playing;Playing;
1508835614;STATUS;6;2436;24.000000;360;640;Playing;Playing;
1508835616;STATUS;6;2485;24.500000;360;640;Playing;Playing;
1508835618;STATUS;6;2534;24.500000;360;640;Playing;Playing;
1508835620;STATUS;6;2583;24.500000;360;640;Playing;Playing;
1508835622;STATUS;6;2632;24.500000;360;640;Playing;Playing;
1508835624;STATUS;6;2681;24.500000;360;640;Playing;Playing;
1508835626;STATUS;6;2729;24.000000;360;640;Playing;Playing;
1508835628;STATUS;6;2778;24.500000;360;640;Playing;Playing;
1508835630;STATUS;6;2827;24.500000;360;640;Playing;Playing;
1508835632;STATUS;6;2850;11.500000;360;640;Playing;Playing;
1508835634;STATUS;6;2901;25.500000;360;640;Playing;Playing;
1508835636;STATUS;6;2949;24.000000;360;640;Playing;Playing;
1508835638;STATUS;6;2998;24.500000;360;640;Playing;Playing;
1508835640;STATUS;6;3047;24.500000;360;640;Playing;Playing;
1508835642;STATUS;6;3096;24.500000;360;640;Playing;Playing;
1508835644;STATUS;6;3144;24.000000;360;640;Playing;Playing;
1508835646;STATUS;6;3193;24.500000;360;640;Playing;Playing;
1508835648;STATUS;6;3242;24.500000;360;640;Playing;Playing;
